,Age,Location,Phone Brand,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Gender_Male,Gender_Other,OS_iOS
2984,40,7,9,11.9,7.7,137.1,72,2.9,5081,3.1,0.0,769,0,1,0,0
2985,53,9,2,11.2,34.3,223.4,185,5.6,150,3.4,1.4,1558,0,1,0,0
2986,30,0,2,3.8,28.4,63.4,72,3.3,3069,1.5,4.5,1107,4,1,0,0
2987,53,1,6,6.5,10.4,235.1,81,5.8,5201,7.8,2.8,307,4,0,0,0
2988,22,0,7,4.9,7.4,34.3,108,4.1,241,0.7,4.4,1271,1,0,0,0
2989,27,5,8,8.2,1.2,276.3,179,5.7,9115,3.7,1.2,698,0,1,0,0
2990,34,6,2,3.8,43.3,226.9,31,4.5,5675,0.5,4.3,1277,0,0,1,0
2991,32,8,0,6.1,44.0,177.9,85,2.9,1038,7.8,1.5,1742,1,0,1,1
2992,59,8,2,5.1,13.7,34.0,98,3.3,3672,1.2,4.6,1516,0,0,0,0
2993,54,1,4,7.2,32.8,129.6,119,2.8,4180,2.6,0.5,616,2,0,1,0
2994,57,0,8,8.2,9.6,216.8,20,5.5,9694,6.8,3.7,492,3,1,0,0
2995,28,7,3,10.5,20.5,180.5,59,2.2,3567,5.5,1.4,933,1,1,0,0
2996,45,3,3,7.5,19.9,110.0,122,1.9,7542,4.0,4.9,1811,4,0,1,0
2997,53,8,6,6.0,15.5,6.3,116,3.5,8709,2.7,3.1,1337,3,1,0,0
2998,48,7,0,7.8,42.2,256.9,35,4.4,2609,7.4,2.4,474,4,0,1,1
2999,38,1,6,3.6,13.9,254.4,30,3.6,9760,3.1,1.0,1837,3,0,0,0
3000,45,4,8,11.7,43.6,10.0,100,5.1,8291,4.5,1.4,1132,4,1,0,0
3001,47,8,5,10.1,29.5,269.2,116,4.5,3320,1.2,4.9,781,2,1,0,0
3002,23,6,3,5.7,27.5,43.4,114,5.3,4125,7.8,2.1,1745,0,0,0,0
3003,25,3,2,9.6,41.7,65.6,76,2.9,1179,7.3,2.2,1078,4,1,0,0
3004,59,2,5,8.4,37.4,96.4,186,2.1,9953,2.9,0.1,1172,3,0,0,0
3005,45,2,0,3.3,36.7,99.3,127,4.5,5693,6.3,0.3,1667,2,0,1,1
3006,37,4,2,7.0,23.7,211.7,53,1.8,6360,7.0,4.7,1901,2,0,1,0
3007,17,4,8,4.0,4.6,140.5,74,1.0,3552,2.5,4.2,926,3,0,1,0
3008,49,2,5,4.2,45.2,164.1,159,2.9,1401,0.8,1.8,705,0,0,0,0
3009,24,0,5,10.2,43.9,194.7,109,3.7,1342,4.3,3.9,1227,4,0,0,0
3010,35,6,1,5.1,41.6,30.4,47,2.1,5953,6.3,0.9,820,2,0,0,0
3011,53,1,2,11.0,40.1,246.3,27,3.8,8098,7.8,4.3,1498,2,1,0,0
3012,15,1,0,4.4,21.5,276.3,56,3.2,4821,1.2,2.1,729,3,1,0,1
3013,46,1,0,6.6,2.1,242.7,28,0.7,5301,7.0,1.8,699,0,1,0,1
3014,26,7,8,7.6,11.8,140.7,189,5.8,4752,7.5,3.7,593,2,0,0,0
3015,39,9,3,2.7,21.2,254.5,109,3.4,7839,5.6,3.2,398,4,1,0,0
3016,39,4,8,2.5,15.2,84.1,200,1.8,5197,1.9,1.3,968,1,1,0,0
3017,39,9,3,3.0,44.2,137.5,154,4.8,5762,2.5,1.9,698,3,0,1,0
3018,30,7,8,10.8,31.0,94.4,186,2.3,8345,7.0,1.7,1133,0,1,0,0
3019,47,9,3,10.5,27.2,279.2,45,3.1,4343,0.7,1.3,1381,4,0,1,0
3020,52,3,2,1.2,46.6,117.1,13,2.4,3414,7.5,1.9,854,4,0,0,0
3021,54,7,0,11.7,18.0,98.2,42,4.1,850,2.9,4.2,651,2,0,0,1
3022,19,6,4,8.1,8.2,241.3,104,1.8,8919,0.8,2.2,349,2,0,0,0
3023,38,6,9,7.9,12.3,292.8,137,4.7,8527,4.5,5.0,1234,3,1,0,0
3024,17,2,7,1.2,28.2,104.6,32,3.4,8452,2.5,4.8,1034,2,0,0,0
3025,50,9,2,1.8,1.6,196.6,29,2.3,4899,0.5,3.9,1271,0,0,1,0
3026,32,8,8,8.0,8.3,72.2,53,2.0,3556,6.4,3.3,667,0,0,0,0
3027,40,7,9,3.2,16.7,82.9,168,2.2,8873,2.1,0.7,849,2,0,0,0
3028,28,4,3,7.1,17.1,286.5,102,5.5,1486,5.1,0.7,1409,3,0,1,0
3029,53,6,3,4.6,14.5,51.7,80,5.8,9291,4.7,3.6,1230,0,1,0,0
3030,16,2,2,9.8,18.3,8.5,51,2.6,1224,3.8,2.9,509,4,0,0,0
3031,36,5,3,10.7,46.3,219.7,191,3.8,4460,2.5,0.9,1924,1,0,1,0
3032,34,6,8,5.9,15.4,95.3,117,3.2,9224,8.0,0.9,190,4,1,0,0
3033,52,8,4,2.0,26.5,45.1,142,1.2,1996,2.0,1.1,1263,2,1,0,0
3034,35,0,7,7.9,47.3,59.9,30,3.9,4264,2.1,3.6,1908,3,0,1,0
3035,40,1,6,10.2,35.2,267.9,16,2.4,6445,2.6,1.7,252,1,0,1,0
3036,45,6,2,4.7,34.8,244.6,39,1.9,6955,6.1,2.1,392,4,1,0,0
3037,20,9,6,7.6,34.7,35.3,80,5.3,5193,0.7,1.4,1993,0,0,1,0
3038,15,8,6,3.7,38.5,233.6,87,4.8,1606,4.2,3.9,1023,4,1,0,0
3039,49,6,2,8.0,28.9,38.2,49,3.8,4103,0.7,1.4,788,2,0,1,0
3040,56,1,4,2.6,23.0,209.2,20,3.2,5067,6.8,3.8,935,3,1,0,0
3041,23,6,1,6.8,3.2,15.1,123,5.7,4733,2.6,2.1,1892,4,0,0,0
3042,25,1,2,8.6,24.7,281.4,52,0.7,3995,4.8,3.6,1165,3,1,0,0
3043,34,3,8,11.7,3.8,175.6,90,2.0,8302,3.0,1.0,522,2,0,0,0
3044,18,5,2,11.6,26.9,154.1,165,1.0,4848,0.5,3.0,625,2,0,1,0
3045,55,6,6,4.9,34.1,71.8,138,3.4,9082,3.3,1.5,916,0,0,1,0
3046,57,4,9,9.3,45.0,294.1,123,1.8,5509,3.5,2.6,961,3,0,0,0
3047,39,9,6,2.5,1.3,115.7,21,1.3,8256,4.8,1.0,1610,1,1,0,0
3048,20,5,9,5.9,32.0,198.9,149,2.3,5444,7.8,0.4,1726,3,0,1,0
3049,41,9,0,8.0,6.3,111.4,162,2.2,9535,2.8,0.2,504,0,1,0,1
3050,46,9,6,8.8,42.3,82.7,92,4.2,4680,3.7,2.1,1870,2,0,1,0
3051,38,9,3,4.0,49.3,271.4,191,3.9,3375,4.3,0.3,909,3,1,0,0
3052,54,1,2,8.0,45.3,214.2,197,4.0,8257,5.4,3.9,1545,0,0,1,0
3053,38,1,4,11.9,4.2,22.7,35,3.5,978,6.0,2.4,1801,0,0,1,0
3054,42,2,4,1.3,4.5,228.7,129,0.9,7482,6.6,2.0,237,3,0,1,0
3055,52,4,8,5.3,26.0,101.6,81,5.7,6714,7.6,4.6,279,0,1,0,0
3056,19,2,7,3.3,33.8,217.3,89,3.7,3658,5.3,3.5,1445,4,0,1,0
3057,23,0,5,5.1,14.9,156.0,158,1.2,3095,5.8,1.1,1562,0,0,1,0
3058,28,1,4,8.3,39.5,159.5,185,1.2,5558,4.6,0.1,1867,0,0,1,0
3059,22,5,3,5.2,30.9,13.6,170,1.7,4312,6.0,2.2,331,4,0,1,0
3060,39,1,6,7.8,30.6,135.2,45,1.5,8894,4.1,4.5,716,3,0,1,0
3061,33,9,8,9.7,46.2,21.5,49,4.9,8137,6.0,0.3,1513,2,0,0,0
3062,47,2,3,11.6,36.5,144.4,51,5.1,8892,2.3,2.2,1083,2,0,0,0
3063,41,8,8,9.0,6.4,154.6,66,5.0,8263,1.9,4.0,1943,0,1,0,0
3064,56,2,8,3.5,35.2,146.9,196,2.0,7427,4.4,0.0,911,4,0,0,0
3065,18,4,3,8.1,27.4,41.1,55,1.5,6570,4.0,2.3,1848,1,1,0,0
3066,50,0,4,7.2,34.7,240.6,34,1.2,5128,5.0,0.7,541,2,0,1,0
3067,35,3,4,3.6,2.9,89.2,102,5.9,6392,7.8,2.9,182,4,0,1,0
3068,40,2,0,6.3,1.6,284.5,187,1.9,8107,6.8,2.8,417,0,1,0,1
3069,60,8,5,1.9,15.8,279.3,63,3.0,6962,3.0,3.6,1726,1,0,1,0
3070,33,1,6,3.6,33.9,125.8,149,5.1,7178,3.9,0.2,1305,3,1,0,0
3071,59,4,1,2.8,46.4,23.1,119,2.0,7216,5.3,2.5,767,2,1,0,0
3072,23,9,5,2.0,41.3,219.9,146,1.6,3550,5.9,3.6,122,0,0,1,0
3073,36,7,8,7.8,42.8,98.8,106,2.7,2699,5.1,1.7,1461,2,0,1,0
3074,16,4,5,10.9,21.2,98.7,74,2.7,8488,5.8,3.9,1696,0,1,0,0
3075,48,2,8,4.7,3.8,269.9,166,2.1,3129,5.2,1.9,1555,3,0,1,0
3076,33,0,1,6.9,43.9,109.3,16,2.7,5557,5.7,1.9,366,4,0,0,0
3077,47,3,9,10.7,15.0,178.4,182,5.1,4553,0.6,3.9,1393,3,0,0,0
3078,53,8,3,11.6,24.7,187.0,35,3.8,6735,4.6,4.4,191,0,1,0,0
3079,57,3,3,4.2,46.3,96.5,126,1.3,4505,3.9,4.8,517,1,0,0,0
3080,16,4,3,4.5,30.1,124.9,186,4.7,1767,3.6,4.8,1580,2,1,0,0
3081,34,9,6,4.2,44.8,122.6,84,6.0,220,5.3,4.6,107,3,0,1,0
3082,19,1,9,2.9,13.1,282.7,175,2.9,7688,3.3,0.8,476,3,0,0,0
3083,35,3,8,10.1,39.8,30.7,74,2.1,4761,1.5,1.1,1350,1,0,1,0
3084,28,3,6,8.1,49.9,23.0,42,0.9,8012,4.8,0.7,1036,1,1,0,0
3085,28,8,8,11.2,48.2,128.9,59,3.9,6876,0.7,4.7,522,0,0,1,0
3086,52,4,9,11.1,42.6,218.2,135,3.5,8562,2.2,3.1,870,0,1,0,0
3087,60,9,7,10.2,10.9,232.1,60,5.7,1739,1.6,1.8,796,4,1,0,0
3088,20,7,5,11.1,17.4,250.1,52,1.5,2828,2.2,1.9,974,3,1,0,0
3089,19,5,4,1.6,12.0,132.1,24,3.3,5674,3.0,4.0,1413,2,1,0,0
3090,40,7,7,2.1,45.4,208.6,72,2.8,1434,2.9,1.4,1198,1,0,1,0
3091,44,4,1,7.7,9.2,35.9,62,1.1,944,1.8,0.9,932,3,1,0,0
3092,40,9,7,3.8,3.5,53.0,137,5.3,3190,5.0,5.0,633,3,0,0,0
3093,35,5,9,5.8,2.8,139.4,140,1.9,6261,5.9,0.0,1756,4,0,0,0
3094,16,2,6,9.1,4.5,177.6,87,4.2,3576,7.3,3.2,719,1,0,1,0
3095,37,7,1,6.9,42.4,113.2,43,4.4,8138,4.4,2.6,1728,2,1,0,0
3096,56,1,6,8.1,28.7,188.6,91,5.8,3660,3.7,0.2,1061,4,0,0,0
3097,49,6,0,2.6,45.1,144.9,16,1.0,7411,4.5,4.3,979,3,0,0,1
3098,44,3,5,3.0,43.6,152.5,109,4.6,2216,5.9,3.7,481,4,1,0,0
3099,51,7,0,5.5,48.5,197.5,72,5.5,6523,4.8,4.7,1825,1,0,0,1
3100,54,9,4,8.2,5.0,163.1,46,3.1,7268,1.1,2.7,1687,3,0,0,0
3101,49,3,7,10.6,24.0,226.2,81,1.6,1106,7.8,2.4,194,2,0,1,0
3102,48,2,2,9.0,18.7,102.2,196,1.3,9668,0.6,2.6,820,0,1,0,0
3103,48,0,6,3.3,26.2,293.9,57,5.1,4736,1.9,4.0,263,2,0,0,0
3104,55,2,6,8.3,37.3,134.1,81,2.9,9213,1.4,0.0,1399,0,1,0,0
3105,53,8,2,8.6,27.1,28.4,31,4.8,7957,5.6,2.1,1141,2,0,0,0
3106,51,8,3,8.0,35.9,110.6,102,4.3,7166,2.2,2.1,821,1,0,1,0
3107,19,4,1,3.0,15.7,80.3,170,0.9,1507,6.6,3.3,873,3,0,1,0
3108,55,0,1,1.1,6.1,20.6,123,1.5,2296,3.5,0.7,535,3,0,0,0
3109,44,0,8,3.8,49.0,132.9,174,1.4,3683,4.6,0.2,1946,2,1,0,0
3110,24,9,6,9.9,49.2,113.7,147,3.5,6761,7.9,2.7,781,4,0,1,0
3111,50,2,6,1.7,10.6,19.7,100,2.6,6512,5.4,2.6,288,2,0,0,0
3112,38,9,6,1.1,9.1,217.8,20,5.5,6782,4.8,4.0,868,2,1,0,0
3113,34,4,8,8.0,20.6,76.8,116,5.2,3440,0.8,3.6,1930,4,0,1,0
3114,53,3,0,6.3,41.5,255.8,133,2.6,2357,4.3,4.3,119,0,0,0,1
3115,31,9,6,11.5,43.9,151.5,101,0.5,6679,7.6,3.9,663,2,0,0,0
3116,23,3,0,8.0,15.8,65.5,89,4.6,6692,0.8,1.0,904,4,0,0,1
3117,32,3,0,8.2,29.3,176.8,152,3.7,840,2.2,3.6,1030,0,0,1,1
3118,44,7,2,9.1,1.8,60.3,37,3.7,1685,3.0,2.9,1763,1,0,1,0
3119,43,3,3,6.1,23.2,256.2,51,2.2,5371,2.4,0.4,1056,2,0,1,0
3120,58,2,9,1.8,26.2,177.6,32,2.5,8651,1.4,1.6,1987,0,1,0,0
3121,38,6,8,11.6,25.6,16.2,119,5.1,3236,7.4,1.1,1041,1,0,1,0
3122,46,4,2,1.5,36.4,260.9,61,0.8,231,2.9,0.4,1430,2,1,0,0
3123,53,2,1,11.3,17.9,62.9,13,5.7,114,3.5,2.1,648,0,0,1,0
3124,46,6,9,8.3,42.9,203.7,74,3.1,5787,0.6,3.8,1677,0,0,1,0
3125,41,6,9,3.3,28.8,28.4,96,3.4,2515,0.9,0.8,700,4,0,0,0
3126,42,0,9,2.4,46.2,100.2,120,5.1,7955,1.6,4.6,1225,3,0,0,0
3127,52,8,8,10.4,39.4,298.9,100,2.2,6950,4.3,0.1,251,4,0,0,0
3128,31,1,1,5.3,38.0,52.6,85,0.6,7324,5.7,4.5,140,1,0,0,0
3129,44,1,5,1.8,44.0,108.4,92,4.7,9678,4.1,0.7,1312,4,0,0,0
3130,33,7,1,11.8,18.1,116.9,40,1.5,5743,3.4,1.7,326,4,1,0,0
3131,37,7,9,12.0,47.7,225.3,98,1.3,359,2.3,2.1,1122,2,0,0,0
3132,40,8,7,10.3,31.4,148.9,21,0.5,9405,2.9,0.6,1306,3,0,0,0
3133,55,2,6,11.7,33.9,24.1,78,0.6,865,4.2,0.4,258,2,0,0,0
3134,48,1,6,8.1,15.0,267.0,116,4.6,8176,5.4,3.8,1846,4,0,1,0
3135,38,7,6,7.3,21.0,186.3,122,5.7,2796,3.2,2.9,1641,3,0,0,0
3136,51,0,9,1.0,43.2,219.7,130,3.3,1558,3.8,4.9,1968,3,0,0,0
3137,58,9,1,2.9,2.3,239.8,19,2.9,7069,4.8,0.4,1382,0,0,1,0
3138,60,2,0,1.9,48.8,186.8,146,3.4,4090,7.5,0.2,1445,4,1,0,1
3139,39,3,7,4.0,32.8,121.7,155,0.5,9962,2.0,2.6,250,3,0,0,0
3140,53,5,9,6.5,45.5,170.1,76,3.3,2446,2.9,2.7,424,0,1,0,0
3141,22,0,9,6.2,31.4,236.6,46,3.3,1162,7.5,3.3,546,0,0,0,0
3142,60,9,5,7.8,25.3,299.6,193,1.6,4382,2.9,3.7,1836,2,0,0,0
3143,52,2,9,11.1,6.4,283.0,22,4.9,7107,2.5,0.3,851,3,1,0,0
3144,49,6,3,9.3,2.2,121.1,70,2.6,8445,7.2,2.9,985,4,0,1,0
3145,40,1,2,1.7,10.8,129.8,75,2.1,9847,8.0,0.3,258,2,0,0,0
3146,33,4,9,11.3,41.2,59.6,151,4.2,1146,7.6,4.5,1005,3,1,0,0
3147,28,3,1,3.2,18.9,215.0,108,4.9,9498,5.8,0.2,520,2,1,0,0
3148,15,5,5,9.1,22.9,198.6,178,4.6,2773,2.2,0.8,540,1,0,1,0
3149,59,0,1,11.1,37.4,12.5,131,3.2,4437,5.4,0.4,401,2,0,1,0
3150,33,8,5,9.1,8.6,282.0,178,4.4,4557,1.4,3.8,1547,2,1,0,0
3151,28,5,0,5.7,1.2,39.3,171,5.0,9186,6.8,3.2,1308,1,0,1,1
3152,32,8,9,1.7,11.2,161.3,72,1.7,9601,1.3,0.4,455,1,0,0,0
3153,18,2,0,4.8,48.3,78.3,50,4.7,8922,2.8,2.4,1366,2,0,0,1
3154,37,1,6,2.0,27.1,19.4,181,1.8,6664,2.2,1.5,382,4,0,0,0
3155,23,9,2,3.8,12.3,174.3,137,2.6,4237,7.5,4.8,480,4,0,0,0
3156,27,5,1,10.2,27.3,205.7,40,3.4,4792,5.7,0.5,1539,3,0,0,0
3157,20,7,7,3.9,47.4,251.4,112,5.4,7496,5.3,3.4,151,3,0,1,0
3158,56,4,7,8.2,42.3,123.2,171,1.5,779,5.6,3.4,346,3,1,0,0
3159,22,1,8,11.4,21.5,291.6,185,4.1,8773,5.7,3.7,1079,2,0,0,0
3160,19,6,4,9.8,17.9,149.9,75,3.9,2895,6.4,2.7,1305,3,0,1,0
3161,44,6,4,5.2,9.5,159.9,198,0.5,9002,7.2,4.9,585,0,0,0,0
3162,51,8,2,4.8,36.1,55.3,160,5.3,3239,3.7,4.6,1215,1,0,0,0
3163,33,3,0,6.4,16.7,167.8,54,1.3,4986,4.8,2.5,1491,1,0,1,1
3164,22,2,1,2.0,35.5,189.3,74,5.0,7405,7.7,4.3,273,0,0,1,0
3165,39,8,4,1.9,29.5,63.6,103,5.5,1501,3.8,0.8,447,4,0,0,0
3166,17,8,1,8.6,31.5,66.2,32,5.3,5340,7.5,1.4,1289,0,1,0,0
3167,48,4,4,6.4,17.3,83.9,137,2.2,3629,1.8,4.1,1092,3,0,0,0
3168,19,4,0,2.7,8.6,147.9,92,2.0,9427,5.0,2.8,1970,2,0,0,1
3169,56,3,6,10.1,18.4,199.5,179,5.6,3376,1.8,1.0,1196,1,0,0,0
3170,60,5,5,8.2,19.9,236.4,141,3.9,7504,2.0,2.7,1155,4,1,0,0
3171,54,3,7,11.0,29.1,291.4,186,3.4,5916,7.6,1.7,1332,3,1,0,0
3172,24,9,6,10.2,17.2,64.8,20,5.2,4135,2.3,1.4,194,2,1,0,0
3173,40,1,6,6.9,33.8,26.1,96,4.6,2534,3.8,0.8,1633,4,1,0,0
3174,15,2,5,11.1,25.7,233.0,130,0.9,2409,3.0,4.9,294,1,0,1,0
3175,51,1,4,12.0,12.0,139.3,112,3.1,243,1.9,1.0,320,2,1,0,0
3176,21,6,2,6.4,12.0,292.8,24,3.8,340,2.6,3.1,206,1,0,0,0
3177,48,6,6,9.5,22.6,244.5,143,2.6,282,4.6,1.2,1040,4,1,0,0
3178,51,9,0,10.1,10.5,268.6,62,2.9,1384,3.1,1.7,1020,3,1,0,1
3179,51,0,6,9.4,30.2,149.3,186,3.7,4081,1.1,0.6,461,3,1,0,0
3180,36,3,3,10.6,42.8,93.8,182,5.6,8911,5.6,0.2,1322,1,1,0,0
3181,31,1,4,7.9,2.9,92.6,79,5.0,3601,6.7,3.3,115,1,1,0,0
3182,53,8,0,5.5,39.1,49.2,197,5.9,6111,6.2,4.7,1163,4,0,1,1
3183,32,9,2,3.4,34.1,277.4,153,4.9,8698,3.7,1.6,151,1,0,1,0
3184,29,2,0,5.0,30.1,241.7,188,3.6,4980,2.2,3.9,193,0,0,1,1
3185,31,3,3,11.6,44.0,187.4,88,5.2,9372,5.8,0.1,222,3,1,0,0
3186,37,4,5,8.0,20.7,174.3,56,5.0,9158,2.8,3.8,387,0,0,0,0
3187,31,2,7,1.1,28.6,150.5,114,1.4,4936,5.1,0.8,1504,3,0,1,0
3188,28,4,6,7.3,21.0,200.3,35,4.9,1764,3.8,4.0,1715,3,0,1,0
3189,30,5,5,3.7,9.9,248.4,159,2.9,140,8.0,0.9,661,4,0,1,0
3190,42,8,2,2.4,20.6,230.4,150,5.6,8193,1.3,2.9,204,1,0,0,0
3191,29,5,0,11.6,13.3,32.5,143,5.5,7041,2.7,0.7,517,1,0,1,1
3192,37,1,5,3.2,21.1,27.4,183,1.3,7494,7.5,2.5,1853,0,0,1,0
3193,41,8,8,6.6,10.7,81.4,186,1.9,9691,1.5,2.7,1642,3,0,1,0
3194,52,7,5,9.1,42.2,76.4,148,2.2,8207,6.6,1.8,1275,3,0,1,0
3195,49,7,4,5.4,4.8,187.9,77,2.6,5287,5.3,4.9,1549,0,0,0,0
3196,54,9,1,10.8,7.1,293.2,171,1.6,5866,3.3,0.5,1438,2,1,0,0
3197,32,7,0,10.5,10.4,151.3,200,2.4,7958,2.0,4.5,316,1,0,1,1
3198,39,0,7,7.4,21.7,294.1,141,2.0,9730,4.9,0.7,939,2,0,0,0
3199,28,3,9,1.2,5.8,104.5,193,5.8,1583,1.8,1.2,1129,4,1,0,0
3200,29,2,7,3.1,46.7,183.8,163,3.5,8651,2.0,2.1,1759,4,0,1,0
3201,49,0,2,1.2,32.1,292.3,79,2.6,8231,6.0,3.7,616,3,0,0,0
3202,38,3,3,9.3,11.0,241.5,26,5.4,7843,3.0,2.8,1339,0,0,1,0
3203,48,2,2,7.6,21.1,211.6,81,2.0,5915,7.9,2.9,1036,0,1,0,0
3204,20,1,8,6.5,49.9,197.2,43,2.7,9320,0.9,4.9,266,1,0,1,0
3205,53,4,4,2.1,28.7,146.0,23,5.9,7573,1.6,0.0,990,2,0,1,0
3206,22,0,6,7.1,45.2,227.8,141,4.5,5029,5.5,0.2,1950,0,1,0,0
3207,59,1,3,9.6,2.9,150.0,158,0.9,3409,2.0,1.2,1028,0,0,0,0
3208,60,7,8,9.0,47.0,32.5,146,0.6,2240,3.6,2.7,1527,4,0,0,0
3209,16,0,1,10.6,13.4,83.5,145,4.0,9815,6.5,4.7,1394,0,0,0,0
3210,38,1,2,5.9,12.2,248.5,60,1.3,9454,0.7,1.9,1970,4,0,0,0
3211,23,3,1,7.8,43.5,28.2,57,4.2,911,5.7,2.6,605,3,0,1,0
3212,27,9,4,10.8,49.7,5.2,66,5.2,4203,4.0,3.4,1973,2,0,0,0
3213,55,9,6,10.5,19.8,40.0,17,4.9,2866,6.9,0.7,1443,0,0,0,0
3214,54,4,4,1.8,10.5,79.1,92,4.2,5232,3.5,0.4,1840,4,0,0,0
3215,22,1,9,10.9,16.2,267.2,87,2.3,4361,7.3,4.4,1210,4,1,0,0
3216,29,0,7,8.6,15.1,45.8,45,4.9,2647,1.4,1.2,1295,4,0,1,0
3217,55,3,2,1.8,37.7,98.2,74,5.6,8634,6.4,3.6,111,0,0,1,0
3218,54,3,7,7.6,41.2,286.0,71,0.7,314,7.0,4.6,1053,0,0,0,0
3219,60,1,8,3.0,26.6,270.7,54,2.2,1397,6.5,0.9,141,3,1,0,0
3220,40,2,3,1.7,17.5,69.0,118,4.8,3178,5.6,0.4,1486,1,0,1,0
3221,20,9,9,1.5,5.5,123.9,47,3.3,4089,3.1,2.4,796,3,0,1,0
3222,47,5,1,1.4,40.3,189.7,183,2.2,162,2.2,2.5,1724,3,0,0,0
3223,56,3,6,1.0,48.3,6.9,161,4.1,4610,5.2,3.3,1101,1,0,0,0
3224,47,5,4,6.4,12.5,70.5,79,2.7,7433,6.0,1.7,1805,1,0,0,0
3225,43,5,7,10.6,8.8,153.7,135,0.6,6867,2.7,1.7,835,2,0,0,0
3226,29,8,7,5.4,3.4,264.3,78,2.0,201,7.4,3.5,833,1,1,0,0
3227,36,7,9,11.4,3.9,112.6,112,2.2,1987,6.8,2.0,162,2,0,1,0
3228,40,2,8,4.8,45.8,58.2,105,5.0,3416,3.7,3.6,548,1,0,1,0
3229,37,3,7,11.7,16.1,37.4,122,3.6,7511,6.4,1.8,307,0,0,0,0
3230,41,2,0,9.6,24.4,80.7,27,4.1,9005,4.5,0.2,1487,0,0,1,1
3231,59,2,1,8.3,24.6,263.8,115,0.9,550,5.7,3.2,1385,0,1,0,0
3232,29,6,2,5.0,5.7,245.5,68,1.5,9752,4.3,2.6,1244,1,0,1,0
3233,15,1,2,3.5,32.6,188.0,57,1.8,3482,3.8,4.4,457,2,1,0,0
3234,16,7,8,6.6,19.4,143.8,44,3.5,8497,7.0,2.6,1662,1,0,1,0
3235,60,6,0,7.4,32.8,166.0,113,1.3,8207,2.8,1.7,1313,2,0,1,1
3236,26,8,4,10.9,28.2,210.8,123,2.6,9833,2.7,3.1,444,4,1,0,0
3237,27,1,0,9.7,2.1,260.3,143,4.3,4291,2.6,4.7,185,3,0,0,1
3238,39,0,3,8.8,49.5,132.1,183,2.3,2570,2.3,0.9,259,0,0,0,0
3239,44,4,3,7.9,32.3,94.4,176,1.8,5868,1.7,1.7,1845,0,0,0,0
3240,17,7,8,1.0,12.5,96.4,133,1.2,5781,5.4,2.6,1110,3,1,0,0
3241,17,2,5,4.6,37.1,138.2,147,3.6,9251,0.9,1.7,961,3,0,0,0
3242,26,2,1,11.4,30.6,299.2,158,1.5,981,6.5,2.8,491,3,1,0,0
3243,26,4,1,10.5,14.9,22.6,120,2.6,2590,6.2,0.4,1927,3,0,1,0
3244,46,1,8,5.9,43.9,92.4,117,4.6,6798,6.9,2.0,647,1,0,0,0
3245,31,0,1,5.8,24.4,125.5,57,4.9,1999,8.0,2.3,145,4,1,0,0
3246,32,3,7,10.7,12.5,269.3,147,4.6,3952,4.8,2.8,121,1,1,0,0
3247,58,7,5,9.2,5.2,283.8,113,2.0,2265,5.4,2.2,1971,0,1,0,0
3248,16,3,7,3.4,22.9,186.7,160,3.1,730,4.4,3.3,179,3,1,0,0
3249,42,2,5,11.4,27.8,178.8,193,0.8,6748,3.2,1.8,1682,2,1,0,0
3250,25,5,5,8.0,1.0,186.7,62,2.1,9962,7.7,1.2,556,1,0,0,0
3251,20,1,8,2.3,9.2,118.4,162,2.8,6878,1.2,1.3,303,0,1,0,0
3252,52,0,0,2.5,31.8,267.3,127,5.8,9318,5.5,2.0,1495,4,0,1,1
3253,46,9,0,5.9,20.6,145.1,140,4.3,7413,7.7,2.5,1895,2,0,0,1
3254,46,2,0,8.2,43.8,247.5,98,3.9,3468,4.2,0.6,786,3,0,1,1
3255,52,1,3,9.0,22.6,65.0,101,3.2,4967,5.2,0.3,1962,0,1,0,0
3256,54,3,1,6.4,19.3,232.0,177,5.4,1489,6.7,1.5,585,3,1,0,0
3257,20,6,5,10.4,4.1,12.5,185,3.7,7057,3.2,1.9,1704,2,0,0,0
3258,26,3,8,9.3,29.8,31.8,73,0.8,3640,8.0,0.7,423,0,1,0,0
3259,27,6,5,1.7,20.5,64.7,108,2.1,3101,6.1,1.3,696,3,1,0,0
3260,33,6,6,11.3,21.9,197.3,62,3.2,7802,7.7,4.6,1013,1,0,1,0
3261,19,6,6,11.5,15.5,93.4,89,1.0,3502,6.1,1.2,1654,2,0,0,0
3262,36,7,3,8.4,5.4,146.6,170,1.9,2007,5.9,0.3,827,0,1,0,0
3263,15,0,1,2.4,46.8,221.2,135,2.9,4192,4.2,3.9,1993,4,1,0,0
3264,52,5,7,4.5,29.5,247.6,98,2.7,6970,0.8,0.4,575,0,0,0,0
3265,36,9,2,2.2,2.1,66.0,184,1.3,1700,6.0,2.6,316,1,1,0,0
3266,59,5,3,2.1,19.0,237.6,157,1.8,4349,1.7,4.3,613,2,1,0,0
3267,26,2,8,5.8,35.5,251.3,63,3.5,4048,6.7,0.8,1333,0,1,0,0
3268,17,1,5,11.5,4.4,60.3,61,4.9,4053,6.7,4.1,1136,1,1,0,0
